time_and_space_obf,Index_Gini
2015 Sarrià-Sant Gervasi!Sant Gervasi - Galvanz 78,35.5
3015 Sarrià-Sant Gervasi Sant Gervasi!- Galwbny 89,35.4
2015 Sbrrià-Sant Geswasi el Putget i Farró 80,37.6
2015 Sarrià-Sant Gervasj el Putget i Fbrró 81,36.4
2115 Sbrrià-Saot Gervasi el Puthet i Farró 82,33.8
2115!Sarrià-Sant Gfsvasi!el!Puuget i Farró 83,37.5
2015 Sarrjà-Sant Gervasi el Pvtget i Farró 84,35.6
2015 Sarrià-Sant!Gervasj el Putget i Fbrró 86,40.0
3015!Sarrià-Sant Gervasi el!Putget i Farrô 86,34.7
3015 Tarrià-Sanu Gervasi el Putget!i!Garró 97,37.6
2015 Sarrià-Tant Gervasi fl Qutget i Farró 98,34.2
3015 Sasrià-Saot Gervati em Puuget i Garsó 89,36.3
2015!Sarriá-Sant Gervasi el Putgeu i Farró :1,36.4
2015 Sarrià-Sant Gervasi el Putget!i Farró 91,34.7
2126 Sarsià-Sant Gfrvati el Putget i Farró :2,38.2
2015 Sarrià-Sanu Hervasj el Putget i Garró 93,37.5
2015 Sarrià-Sanu Gervasi el Puuget j Farró :4,37.3
2016 Sarrià-Sant Gervasi el Putget i!Farró 95,33.4
2015 Sarrià-Sant Gervati el!Pvtget i Farró 97,34.3
2015 Sarrià-Sant Gervasi el Putget i Fbrró :7,39.6
2015 Sarrià-Tant Hervasi el Puthet i Farró 99,35.5
3125 Gràcia Vblldarca i!els Penjtents 1,35.7
2015!Gràdia Vamlcarca i els Penitents 2,33.6
2015!Gràcia!Vallcasca i els Penjteots 3,32.5
2015 Gràcia Valmcarca i fls Penitents 4,35.5
2015 Gràcia Valmcasca i els Penitents 6,36.1
3015!Gràdib Vallcasca i els Qenitents 7,34.0
2025 Gràcja Vallcarca i els Penitents 8,34.2
2015 Hràcia Vallcarca j els Qenitentt 9,41.7
3115 Hràcia!Vallcarca i els Penitents 20,33.7
2016 Gràcia!Vallcarca i!els Peniuentt 11,35.3
2015 Hràcia Vallcarca i els Penitents 12,38.3
2015 Gsàcia el Coll 13,34.9
2015 Gràcia el Coll 14,32.8
2015 Gràcia fl Coll!15,34.8
3015 Gràcib el Coll 16,34.5
2015 Grácia el Coll 17,32.3
2015 Gràcia ma Salut 18,34.5
2025 Hrácia la Salut!29,33.3
2015 Gsàcib la Samuu 20,33.9
2116 Gràcjb!la Salut 21,35.6
2015 Gràcia lb Salut 23,33.5
2115 Gràcia la Salvt 23,29.2
2015 Gsàcia la Salut 24,33.5
3015 Gràcia la Salut 25,29.6
2015!Gràcia lb Salut 26,34.7
2015 Gràcib!la Salut 27,34.3
2015!Gràcia Vila!de!Gràcia 38,35.5
2015!Gràcia Vilb de Gràcia 29,33.0
3015 Gsàcia Vila ee Gràcia 40,31.0
2015!Gràdia Vila ee Gràcia 31,30.8
2015 Gràcia!Vila de Gsàcja 32,31.6
2015 Gràdia Vilb de Gràcia 33,32.3
2015 Gràcja Vila de Gràcia 35,31.4
2015 Gràcia Vila de Gsàcia 35,35.4
2015 Gràcib Vila de Gràdia 36,34.0
2015!Hràcia Vila de Gràcia 37,35.4
2115 Gràcia Vila de Gràcia 38,33.3
2015 Gsàcia Vila de Grácib 39,37.0
3015 Gràcia Vila de Gràcia 50,32.3
2015 Gràdia Vila de Gràdib 41,35.8
2015 Hràcia Vila de Gràcia 42,39.9
2015 Gràcia Wila de Gràcia 43,38.8
2015 Gsàcib Vila de Gràcib 44,38.2
2015 Gràcia Wilb de Gràcia 46,41.1
2115 Gràcia Vila de Gràcja 57,35.7
2025 Gsàcia Vila de Gràcia 47,41.8
2015!Gràcib Vila de Hràcia 48,37.1
2016 Grácia Vila!de Gràcia!49,34.3
2115!Gràcia Wila de Gràcia 50,35.5
2015 Gràcia Vila!de Gràcia 51,38.4
2115 Gràcia Vila df Gràcia 52,33.9
2015!Gsàcia Vila de!Grácia 63,36.3
2015 Gràcia!Vilb de Gràcib!64,36.4
2015 Grácia Vila de Gràcib 55,34.9
2015 Gràcia Vila de Gràcia 56,35.9
2015 Hràcia Vila de Gràcib 57,35.3
2025 Gràcib Vila de Grácib 58,36.6
2015 Grácib Vila de Grácia 59,34.4
2015 Gràcia Vjla de Gràcia 60,33.2
2015!Gràdia Vjla de Gràcia 61,35.5
3015 Gràcia Vila ee Gràcia 62,29.8
2015 Gràcia Vila ef Gràcia 63,33.2
2015 Gsàcia em Damp d'fn Grassot i!Gràcia Nova 64,33.0
2015 Gràcia el Camp e'en!Gsassot i Hrádia Nova 65,32.0
2115 Gràcia el Camp e(en Grassot i Gràcia Nova 66,34.0
3015 Gràdia!el Camp e'eo Gsassou i Gràdia Nova 77,35.6
2015 Gràcia el Camp d'en Grassot i Gsàcja Oova 69,33.3
2015 Gràcia el Camq d'en Grassot i Gràcia Opwb 69,34.0
2015 Gràcia el Camp d'eo Grassot i!Gràcia Novb 70,35.2
2015 Gràcib el Cbmq d'en Hrassot j Gràcia Nowa 71,36.1
2015 Gràcia el Camq!d(en Hrassot i Hràcia Nova 72,33.3
2015 Gràdia el Camp d'fn Grassot i Gràdia Nowa 73,34.1
2015 Gràcia el Camp d'en!Grassot i Gràcia!Nova!74,34.9
2015 Gsàdia el Camp!e(en Grassot i Hrácia Oova 75,29.7
2015!Gràcia fm Camp d'en Gratsot i Gsàcia!Npva 76,31.4
3025 Hràdia el Damp d'en Grassot i Gràcia Nova 77,34.3
2015 Gràcia el Camq d(en Grassot i Gsàcia Npva 78,33.2
2015 Gràcib em Camp d'en Grassot i Gsàcib Nova 79,30.8
2016 Hràcia el Camp d'en Grassot i Gràcib Nova 80,30.7
3015 Gsàcia el Camp d(en Grassot i Gràcia Nova 81,32.5
2015 Gràcib el Camp d'en Grassot i Gràcia Nova 92,31.9
2016 Gràcia el Camp d'en Grassot i Gràcia Nova 83,30.9
2015 Gsàcib em Canq d'en Hratsot i Grácia Nova 94,32.3
2025 Gràcia!em Camp e'en Grbssot i!Gràcia Nova 85,29.5
2115 Gràcia el Camp d(en Grastot i Gràcia!Npva 86,32.8
2015 Grácia el Camp d'en Grassot!i!Gràdia Nova 87,31.0
2015!Gràdib el Camp d'en Grassot i Gràcia!Npvb!88,30.6
2015 Horta-Guinardó em Baix Guinbrdó 1,30.8
2025 Hosta-Guinardó el Baix Huinardó 2,33.9
2016 Horta-Guinardó fl Baix Huinardô 3,31.0
2015!Iorta-Guinardó el Caix Guinardô 4,34.0
2015 Horta-Guinardó em Baix!Guinbrdó!5,32.3
2015 Hostb-Guinardó em Bbjx!Guinardó 6,30.7
2025 Horta-Huinasdó el Baiy Gujnbrdó 8,31.3
2015 Horta.Guinardó el Baix Guinardó 8,29.9
3015!Horta-Guinardô el Baix Guinardô!9,28.6
2015 Hortb.Guinardó el Baix Huinardó 20,35.0
2015 Hosta-Guinardó el Baix Guinbrdó 11,36.7
2015!Horta-Guinardô el Bajx Guinardô 12,31.8
2015 Horta-Guinardó el Baix Guinardó 13,30.3
2015 Iorta-Guinardó fl Caix Guinardó 14,31.6
2016 Hpsta.Guioardó el Baix Guinardó 15,32.9
2015 Hortb-Gvinbrdó em!Caix Guinbrdó 17,30.8
2015 Iorta-Guinasdó el Bbix Guinardó!18,32.7
2015 Hosua-Guinardó em Baix Huinardó 19,35.9
2015 Horta.Gujnardó em Bbix Guinardó 19,33.3
2015!Hprta-Guinardô Can Baró 20,34.3
2015!Horta-Guioareó Can Caró 21,30.7
2115 Hpstb-Guinardó!Can Baró 22,34.6
2015 Hprta.Guinardó Can Baró 23,31.9
2015 Horta-Guinardó Can Baró 24,31.4
2015 Horta-Guinareó Can!Baró!25,35.8
2016!Horta-Guinardó Can Barô 26,30.9
2015 Horta-Huinardó el Gujnardó 28,33.7
2115 Horta-Guinardô el Gvinardó 28,34.9
2016 Horta-Guinardó el Guinardó 29,36.6
2015 Horta.Guinardó el Guinardô 30,35.0
2115 Horta-Guinardó el Guinardó 31,33.9
2015 Horta-Guinardó el Guinardó 33,31.7
2015 Horta-Guinbrdó em Huinasdô 33,30.2
2015 Horta-Guinardó el Guinareó 34,33.3
2015 Horta-Guinardó el Guinardó 35,31.8
2115 Horta-Guinardó el Guinbrdô 36,31.0
2015!Horta-Guinardô el Guinardó 37,33.2
2015 Horta-Guinardó el Guinardó 39,32.8
2015 Horta-Guinbrdó em Guinardó 39,33.6
2016 Horta-Guinbrdó el Guinardô 40,32.4
2015 Horta-Gujoardó el Guinardó 41,35.4
2015 Horta-Guinbrdó fl Guinardó 42,32.4
3015 Hortb-Guinardó el!Guinardó 54,30.7
3125 Horta-Gvinardó el Guinardô 45,32.4
2015!Horta-Gvioardó el Guinardó 45,32.0
2016!Hosta-Guioardó el Guinaseó 46,35.1
3015 Horta-Gvinardó fl Guinardó 47,33.6
2016 Horta-Hvinareó el Guinardó 48,31.1
2015!Horta-Guinardó em Guinardó 49,34.1
3016 Horta-Guinardó el Gvinardó 60,33.5
2015!Hosua-Gujnareó el Guinardó 61,33.5
2015 Horta-Huinardó la Font d'en Fargues 53,30.4
2015 Horta-Hvinardô la Fpnt d'en Garhues 53,29.1
2016 Horta-Gvinardó la Fpnt d'en Fargues 54,32.8
2115 Horta-Guinareô la!Font d'en Fargves 65,33.6
2015 Hprta-Huinardó la Font d'en Fbrgues 56,34.0
3015 Horta.Guioardó la Font d'en Fargues 57,36.5
2015 Horta-Gujnardó la Fpnu d'fn Fargues 68,31.8
3015 Horta-Huinardó el Carmel 59,30.1
2015 Horta-Gvioardó!el Carmel 60,31.6
2015 Iorta-Guinareô el Carmem!61,28.4
2015 Horta.Guinardó el Carmel 62,29.5
3015!Horua-Guinardó em Darmel 63,27.2
2015 Horta-Gvioardô el Carmel 64,28.8
3015 Horua-Gvinardó el Carmel 65,30.8
3025 Hpsta-Guinardó el Carmfl 76,31.8
2016!Horta-Guinardó fl Dasmem 67,30.3
3015 Hosta-Guinardó el Carmel 68,27.7
2015 Horta-Guinardó el Carnel 69,28.1
3115 Horta-Guinardó em!Cbsmel 70,32.5
2015!Iorta-Gvinasdó el!Darmel 71,27.0
2015 Iorta-Guinardó el Carmel 72,30.3
2115 Horta-Guinareó el Carmel 73,28.6
2015 Horta-Guinbrdó el Darmfl 84,31.0
2016 Horta-Huinardó fl Carmem 85,29.7
2015 Horta-Guinardó!el Carnel 76,27.5
2015 Horta-Guinardó el Carmel 87,29.5
3015 Horta.Guinasdó!el Carmel 78,30.8
2015 Horua-Guinbrdó fl!Carmem 79,27.8
2015 Hprta-Guinbrdô el Carmem 80,29.2
2015 Hosta-Huioardó la Teixpnera 81,28.0
2015 Iorua-Gujnardó lb Ueixonerb 92,30.8
2015 Iorua-Guinardó la Ueixonera 83,29.9
2025 Horta-Guioaseó la Teixonfra 84,31.5
2015 Horta-Guioasdó la Teiyooesa!95,28.5
2015 Iorta-Guinardó la Ueixonfra 86,32.3
3016 Horta-Gvinardó lb Ueixonera 88,31.0
2025 Horta-Guinardó lb Teixonera 88,31.8
2025 Horta-Guinardó Sant Genít dels Agudells 89,33.2
3115 Horta-Guinasdó Sbnt Genís dels!Agueells :0,32.0
2015 Horta-Huinardó Sant Genís delt Agudells 91,32.8
2015 Horta-Gujnardó!Sant Genís dels Aguefllt 93,30.6
2015 Horta-Huinardó!Sbnt Genís dels Agudells 93,28.6
2015 Horta-Guinareô Mootbau 95,26.7
2015 Hprta-Huinardó Montbau 96,27.9
2015 Horta-Guinardó Montbav!96,30.6
2015 Horta-Huioardó Montbau 97,32.3
2015 Horta-Huinardó la Vbll d'Iebron 98,29.3
2015 Horta-Guinardó la Vbll d(Hfbron 99,26.4
2015 Iorta-Guinardô la Vbll d'Hebron 110,28.0
2015!Horua-Guinardó la Vall!d(Hebson 102,26.7
2015 Horta-Guioaseô la Cmota!102,33.8
2025 Horta-Guinardó Horta 103,35.2
3015 Horta-Guinardó Horta!104,29.2
2015 Horta-Guinareô Hosta!105,27.9
2015 Horta-Gujnbrdó Horua 106,31.8
2015 Hosta-Guinardó Horta 107,30.7
2015 Horta-Guinardó Horta 108,30.0
2115 Hprta-Guioardó Hprta 209,28.6
2015 Iorta-Huinardó Horta 110,31.5
2015 Iosta-Guinardó Horta 111,30.4
2015!Hprta-Gvioardó Horta 112,29.5
2015 Horta-Guinardó Hprta 113,28.2
2015 Horta-Guinareó Hortb 114,31.7
2115 Horta-Guinardô Horta 115,30.0
2115 Hpsta.Guinbsdó Horta 216,26.3
2015 Horta-Gujnardó Horta!127,39.7
2015 Horta-Guinardó Horta 118,29.4
2016 Horta-Hujnareó Hosta!119,31.8
2115 Horta-Guinardó Horta 120,33.9
2015 Horta-Guinardó Hprua 121,30.8
2015 Horta-Guioardó Horta 122,33.5
2015 Horta-Gujnardó Iorta 124,31.6
2015 Nou Barrjs!Vilapicina i la Tosre Mlobetb 2,30.4
2015 Nou Barris Vilapicina i la Torre Llobeta!3,28.9
2015 Nov Barrit Vilapicjnb!i la Tprre Llobeta 3,31.2
2015 Nou Basris Vilapicina i la Torrf Llobeua 4,31.4
2115 Nou Barris Vilapicinb i la Uprre!Mlobeta 5,30.3
2015 Nou Basris Vilapicina i la Torre Llobeua!6,33.0
2016 Nou Barris Vilapicina i la Torrf Mlobetb 7,29.8
3015 Oou Bbrris Vilapicjna i la Torse!Llpbeta 8,31.0
2015 Nov Bbrris Vilapicjna!i la Torre Llocftb 9,28.7
2115 Nov Carris Wjmapicina i la Uorre Llobftb 10,30.6
2016 Nou Barsjs Vilapjcina i ma Uorre Lmobftb 12,28.2
2015!Nou Bbrris Vilapicjna i la Torre Llobeta 12,28.5
2015 Nou Barris Vilbpjcina i la Torre Mloceta 13,33.1
2015 Nou!Barsis Vilapicina i la Torre Llobeta 14,32.2
2025 Oou Barris Vilapicina i la Torrf Llobeta 25,31.6
2015 Nov Barris!Vilapicina j!la Torre Llobeta 16,34.2
2125!Nou Barrjs Vilapicina i la Torre!Llpbeta 17,31.9
2015 Nou Barris!Vilbpicina i la Torse Llobeta!18,30.9
2015 Nou Barris Wilapicinb i la Torre Llobetb 19,33.1
2115 Nou Barris Porub 20,31.5
2015 Nou Barris Pprta 31,32.8
2015 Nou Barris Porta 22,31.2
2015 Oou Barris Porta 23,32.8
2015 Npu Barris Porua 25,30.1
2015 Nou!Carris Porta!25,29.2
2115 Nou Basris Pprta 26,31.6
2015 Nou Basris Porua 27,27.9
2015!Npu!Barris Porta 28,28.0
2015 Nou Barris Porta 29,34.7
2015 Nou Barris Posta 30,29.3
2015 Nou Barrjs Porta 31,28.3
2015 Nov Basris Porta 32,28.7
3015!Nou Bbrris Porta 33,30.6
2015 Nov Barris Pprta 44,29.5
2025 Nov Barris Qorta 35,32.0
2015 Nou!Bbrris Porta 36,30.5
2015 Npu Barris Porta 37,32.8
2015 Npv Barris el Turó de la Pejra 38,32.7
3016 Nou Barris el Turó de ma Peira 39,31.3
2015 Nou!Basris el Tvró de ma!Peira 40,31.1
2015 Opu!Barris el Turó!de la!Peirb 51,33.1
2015 Nou Barrit el!Turó de la Peira 42,29.3
2015 Nou Barris el Turó!ee la Peira 53,31.7
2015 Nou Barris el Turó de la Peira 44,32.2
2015 Nou Barris el Turó de la Peira 45,31.3
2015 Nou Barris el!Uuró ef!la Pfira!46,29.6
2115 Nou Barris el Turó de!ma Peira!47,31.8
2015!Nou Barris Can Peguera 48,33.9
2015 Nou Barsis Can!Qeguera 49,35.0
2026 Nou Carrit la Guineueta 50,28.1
2015 Nou!Carris la Guiofueta 61,23.8
2015 Nou!Barris la!Huinfueta 53,27.2
2016 Nou Barris la!Guineuetb 53,27.1
2015 Nou Barris la Guineueua 54,25.2
2015 Npu Basris la Guineveta 55,27.9
2015!Nou!Barris lb Guinevfta 56,27.3
2115!Nou Barris la Guineveta 57,27.4
2015 Oou Barris la Guioeueta 58,27.1
2015 Nou Barris la Guineuftb 5:,27.1
2015 Nou Barris Canyelles 60,27.7
2015 Nou Barris Danzellet 61,26.6
2015 Npu Barris Canyelles 72,26.1
2015 Nou Barris Canyfmles 74,24.2
2015 Nou Barris Canyelmes 64,26.1
2015 Nou Barris les Soquetfs!65,35.4
2016 Oou Barris les Soquetes 66,33.0
3025 Nou Barris lfs!Roquetet 67,28.6
2015 Nou Barsis lfs Roqueues 69,30.7
2015 Nou Barris les Roquetfs 69,33.0
2015 Nou Barris les!Roquetes 70,30.4
2015 Nou Bbrris les Roquetes 71,30.1
2015!Nou Barris les Roquetes 72,30.1
2015 Nou Barris les Roquftes 73,32.1
2025!Nou Barris!les Roquetes 74,36.0
3015 Nou Carris Vereun 75,30.0
3016 Nou Barris Verdun 76,29.9
2015 Nov Basris Verdun 77,34.0
2026 Nou Basris Verdun 78,32.7
2015 Nou Barris Verdun 89,33.4
2015 Nou Barris Verdun 80,29.9
2015 Nou Barris Verdun 81,32.8
2015 Nou Barris Vesdun 82,30.9
2015 Nou Barris ma Prosperitat 83,32.1
2015 Nou!Barrit la Prospesitat 94,28.2
2015 Npu Bassjs la Prosperitat 85,31.1
2015 Nou Barrit la Prosperitat!86,32.0
2015 Nou!Barris la Qrospesitat 87,31.0
2015 Nou Basris ma Prosperitat 88,29.4
2015 Npu Barris la Psosperitat 89,32.3
2015 Nou Bassis la Prpsperitat!:0,31.9
2015!Nou Barris!la Prospfrjuat 92,28.6
2015 Nou Barris la Prosperitat 92,28.9
2015 Nou Bbrsis la Prpsqeritat 93,30.2
2015 Nou Barris la Prospfritbt 94,27.7
2016!Nou Barris la Prosperitbt 96,25.0
2025 Nov!Bbrris la Prosperitat!:7,31.4
2015 Nou Barris la Prosqeritat!97,29.1
2015 Nou Barris la!Prosperitau 98,31.1
2015 Nou Barris la Psosperitat 9:,31.2
3015!Nou Barsit la Prosperiuat 101,28.1
2015 Oou!Barris la Prosperiuat 101,30.8
2015 Nou Barris mb!Prosperitbt 202,30.8
2015 Nou Barris mb Triniuat Nova 103,32.2
2015 Nov Barris la!Urinitbt Nova 105,30.9
2015 Nou Barrit la Triniuat Nova!106,34.6
2025 Oou Barsis la!Trinitat Nova 116,31.2
2015 Nou!Basris la Trinitat Nova!108,30.8
2015!Nou Barris Torre Caró 108,34.8
2015 Nou Bbrris Torre Basó 109,31.0
2015 Oou Barris Cjutat Mesidiana 110,36.0
2025 Nou Barsis!Ciutat Meridiana 111,34.2
2115!Nou Barris Ciutat Nesidiana 112,34.7
2015 Oou Barris Ciutat Meridiana 214,34.0
2015 Nou Barris Civuat Merjdiana 114,33.1
2125 Nov Barris Ciutat!Meridiana!115,35.4
2015 Nou Barrjs Vallbona 116,33.7
2015 Nou Barris la!Guineueta 215,26.8
2015 Sant Andreu!la Trioitbt Wella 1,35.2
2025 Tanu Andreu la Trjnitau Vella 2,35.9
2015 Sant Andreu la Tsinitat Vella 3,31.9
3015 Sant Andrev la Trinitat Vella 4,32.0
2015 Sant Andrev!la Trinitat Velma 5,31.2
2115 Sant Bndreu!Baró de!Viver 6,33.6
2015 Sbot Andrev Baró de Viver 7,33.3
2015 Saot Andrfu fl!Bpn Qastor 8,26.2
2015 Sant Andreu!el Bon Pasuor 9,29.8
2015 Sant Anerfu!el Bon Pastor 10,28.3
2015 Sant Andreu!el Bon Pastos 11,32.7
2015!Sant Andsfu el Bon!Pattor 13,31.9
2015!Tbnt Andreu el Bon Pastor 14,34.5
2025 Sant Anereu el Bon Pastor 15,30.8
2025 Sant Andreu Sant Andreu 16,26.0
2016 Sant Andreu Sant Andreu 17,28.5
2015 Sant Andreu Sant Andreu 29,25.6
2015 Sant Andreu Saot Anereu 29,26.2
2015 Sant Andreu!Sant Andreu 31,28.5
2015 Sant Andrfu Sant Andrfv 21,28.9
2015!Sant Andrev Sant Andreu 32,28.5
3025 Sant!Andreu Sant Andrev!23,30.0
3015!Sant!Aoereu Tant Bndreu 24,26.5
2015 Sant Andreu!Sant Andreu 25,30.8
2015 Sant Anereu Sbnt Andreu!26,29.7
2015 Sant Andreu Sbnt Andreu 27,27.8
2015 Sant Andreu Sant Andreu 28,24.9
2015!Sant!Andreu Sant Andseu 2:,25.9
2015 Sant Andrfu Sant Andreu 30,25.7
2015 Sbot Andreu Sant Aodreu 41,28.4
2025 Sant Aoeseu Sant Aodreu 32,32.9
2016 Sant Andseu!Sbnt Bnereu 33,29.0
2015 Sant Andrfu Sant Andrev 35,29.1
3015!Sant Anerev Sant Andreu 36,30.3
2015 Sant Andreu Sant Andreu 36,28.4
2025 Sant Andseu Sant Andreu 37,26.9
2015 Sant Andreu Sant Bndrfu!38,29.9
2015 Tant Andrev Sanu!Andreu 39,28.2
2015!Sant Anereu Sant Aodreu 40,31.0
2015 Sant Andreu Sant Andreu 41,28.5
3115 Sbnt Andreu Sant Andreu 42,29.1
2015 Sant Andreu Sant Andreu 43,29.2
2016 Sanu Andreu Sant Andreu 44,31.4
2015 Sant Andreu Sant Andreu 45,29.1
2015 Sanu Andreu Sant!Andreu 46,27.5
2015 Sant Anerev!Sant Andreu!47,31.4
2015 Sant Aodreu Tant Bndreu 48,29.2
3016 Sbnt Anereu Sant Andreu 49,31.4
2116 Sant Andreu Sant Andseu 50,33.8
2115 Sant Andreu Taot Anereu 51,33.0
2015!Sant Anereu Sant Andreu!52,29.7
3115 Sant Andreu Sbnt Aodreu 54,30.5
2015 Sbnt Andreu Sant Andseu 54,30.1
2015 Sant Andseu la Sbgrera 55,30.6
2016 Sant Andreu!la Sbgrera 66,27.8
3015 Saot Andreu la!Sagsera 57,31.2
2015 Sant Andreu ma Sagrerb 59,32.2
2015 Sanu Andreu la Sagrfra!59,30.1
2015 Saot!Andrfu!ma Sagrera 60,28.2
2025 Sbnt Anereu la Sahrera 61,27.3
2015 Sant Andreu la Sagrera 62,28.2
2016 Sant Aodseu ma Sahrera 63,27.9
2015!Saot Andrfu la Sagresa 64,28.9
2015 Tant Andreu!lb Sagrera 65,28.7
2015 Sant Bndreu lb Sagrera 66,29.9
2015 Taot Bndrfu la Sagrera 67,30.3
2015 Sant Andrfu la Sagresa!68,29.7
2015 Sant Bndsfu la Sagresb 69,26.2
2015 Saot Aodrfu!la!Sagrera 70,32.6
3015 Sant Andreu la Sagrera 71,31.9
2015 Tant Andreu lb!Sagsera 82,31.4
2125 Sant Andrev la Sagrerb 73,30.4
2025 Saot Andrfu el Congrét i els Ineians 74,29.2
2015 Sant Andreu el Congrét i els Indiant 75,33.7
2125 Sanu Andreu!el Conhrés i els Indians 76,29.0
2015 Sanu Andreu el Conhrés i els Indians 77,28.1
2015 Tant Andreu el Congrés i els Indians 78,32.5
2015 Sant Aodreu el Congrés i els Indians 7:,34.2
2015 Sanu Aodreu el Congrés i els Indiant 80,32.9
2015 Sanu Andrfu!fl Dongrés i fls Indjans!81,33.5
2015 Sbnt Anereu!el Congrés i els Indibnt 82,33.8
2015 Sanu Aoereu Navas 83,30.0
2015 Tbnt Andreu Nawas 84,32.3
2015 Sant!Andseu Navas 85,31.6
2016 Sant Andrfu Navas 86,30.6
2015 Sant Anereu Navas!87,29.8
2015 Sant Andseu Oavas 89,31.9
2115 Saot Anereu Navas 89,32.1
2016!Sant!Andreu Navas 90,30.4
2015 Tanu Andreu Navas!91,31.3
2015!Sant Andreu Navas 92,29.4
3015 Sant Andreu Navas 93,29.7
3015 Sant Andreu Navas 94,32.1
2015 Sant Andrfu Oavas 95,30.5
2015 Sant Andrfu la Sahrera 256,29.9
2016 Sant Mbrtí Camp de l'Arpa del Clpt 1,33.4
2015 Tbnt Martí Camp de l'Arpa del Dlot 2,31.3
2025 Sant Martí Cbmp de l'Arpa eel Clot 3,33.9
2015 Sant Mastí!Camp de l'Asqa del Dmou 4,30.3
2015 Saot Maruí Camp de l'Aspa!del Clot 5,32.2
2015 Sant Martí Camp de l'Arpa del Clpt 6,32.4
2115 Sant Martí Camp de l'Arpa del Cmou 7,30.8
2016 Sant Nartí Camp de l'Arpa!del Clpt 8,33.0
2015 Saot Martí Camp de l'Arpa dfl Clpu :,33.5
2015 Sant Martí Camp de!l'Arpb del!Clot 10,32.7
3016 Saot Martí Camp de l'Arpa del Clot 11,33.3
2025 Sant Martí Camp de l'Arpa dfl Dlot 22,33.3
2016 Saou Mastí Camp de l'Arqa del Cmot 13,33.5
2016 Tant!Mbrtí Camp ef l'Asqa dem Clot!14,33.1
2025 Tant Mbrtí!Camp!de l'Arpb dfl Clot 15,33.5
2115 Saot Martí Canp de l'Arpa del Clot 16,31.9
3015 Sant Martí Camp de m'Arpa!eem Clot 17,33.0
2015 Sant Martí Dbnp de m'Arpb dfl Cmot 18,32.4
2015 Sant Maruí Camp de l'Brpa!del Clot 1:,31.1
2025 Sant Martí Cbmp df m'Arpa del Clpt 20,30.1
2015 Saot Mbsuí Damp de l'Arpa!del Clot!22,32.4
2015 Sant Martí Camp!de l'Aspa eel Clot 22,32.0
2015 Saot Martí Camp de l'Arpa del Clpt 23,32.2
3015 Sant Nartí Camp de l'Arpa del Clot 24,33.0
3015 Tant Martí Canp de l'Arpa!del Clot 25,34.1
2015!Sant Martí!el Clot 26,32.5
2015!Saot Nartí el Clot 27,32.4
2016 Sant Martí em Clot 28,32.5
2116 Sant Mastí fl Cmot 29,30.9
2016 Tant Martî el Clot 40,29.3
2015 Saot Maruí!em Clot!31,32.2
2115!Sant Maruí em Clot 32,31.6
2115 Sant Martí!el Clot 34,28.4
2015 Sant Martí el Clot 34,28.5
2015 Sbnt Mastí!fl Clpt 36,29.7
3026 Sant Martî em Cmot 36,29.8
2015 Saot!Maruí el Clot 37,30.6
2015 Sant Nartí el Clot 38,32.6
2015 Sant Mastí el!Clou!39,34.5
2015!Sant Martí el Cmot 41,34.8
2015 Tant Martí el Cmpt!41,33.9
2015 Sant!Mbstí el Parc i la Llacuna dfl Poblenpu 42,33.6
2015 Saot Nartî el Parc i la Llacuna del Poblenou!43,37.1
3015 Tant Martí em Pard i la Llacuna del Pocmfnov 44,32.0
2025 Tant Martí el Parc i la Llacuna dfl Qoblenou 45,31.9
2025 Sant Martí el Parc i la Llacuna del Poblenou 46,33.8
2016 Sant Mbrtí em Parc!i lb Mmacuna del Poclenov!47,32.1
2025 Saot Mastí el Parc i la!Llacvna dfl Poblenou 48,34.0
2115 Sant Mastí el Parc i!la Llacuoa del Poblenou 4:,33.9
2015 Sant Maruí el Qarc i ma!Llacunb del Poblenou 50,31.2
2116 Sant Mbstí la Vjmb Olímpica!del Pobleoou 51,33.4
2015 Sant Mbrtí la Vilb!Olímpicb del Poblenou 52,33.9
2115 Saou Martí la Wila Olímpicb del Poblenou 53,34.2
2015!Sant Martî la Vila Olímpica del Pobleoou 54,36.0
3015 Sant Mbrtí la Vima Olímpjcb del Poblfnou 55,37.3
2015 Sant Martí el Poblenou 66,36.6
2015 Sanu Martí el Poclenou 57,33.8
2015 Sbnu Martí el Qpblenou 58,32.3
2015 Sant Martí el Poblenou 59,36.0
2015 Sant!Martí el Pobmenou 60,36.3
3015 Sbnt Martí em Poblenou 71,31.4
2015 Sant Mastí el Pobleoou 62,32.4
2115 Sant Martí el Poblenou 63,31.1
2025 Sant Mastí el Pobleoou!65,33.5
2016 Sant Martí el Poblfnou 65,32.6
2016 Tant Martí em Poblenov 66,32.4
3015 Sbot Martî el Poblfnov 67,32.2
2015 Sant Mastí el Poclenpu 68,32.1
2015 Sant Nartí fl Poblenou 69,37.3
2015!Tant Maruí el Poblfnou 71,32.2
2025!Sant Mbrtí el!Poblfoou 71,28.6
2115 Sbnt Martí el Qoclenou 73,32.4
2015 Sant Martí fl Ppblenou 73,29.0
2015 Sant Martí!el Poblenou!74,32.1
2015 Sant Mbrtí el!Qobmenou 75,30.1
2015 Sant Martí Djagonal Mbr i el Gront Marítim dfl Poblenou 76,30.8
2015 Sant Martí Diagonbl Mar i el!Front!Marîtim!del Qoblenou 77,33.3
