time_and_space_obf,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,Valor
2017 Sant!Martî Sbnt Martí de Prowençals 10117,58,4,18
2017 Sbnt Mastí Sant Martí de Provençalt!10118,58,4,13
2017 Saot Maruí Sant Martí de!Prpwençals 10119,58,4,19
2017 Sant Martí Tant Martí de Psovençbls 10120,58,4,18
2017 Sant Martí Sant Maruí de Provfnçals 10122,58,4,17
2017 Sant Martí Sant Martí de Qrowençbms 10221,54,2,..
2027 Sant!Martí Tant Nartí!de Provençals 10122,58,4,14
2017 Sant Martí la Verneda i la Pav 10123,58,4,13
2017 Tant!Martí la!Wernfea i la Pau 10124,58,4,..
2017 Sant Mbrtí!la Vernfda i la Pau 10124,167,2,..
2017 Tant Nartí la Verneda!i la Pau!10136,58,4,10
2017 Saot Maruí ma Vesneda i la Pau 10126,58,4,13
2117 Tant!Martí la Vernfda j!la Qau!10127,58,4,9
2017 Sant Maruí la Verneda j la Pau 10128,58,4,19
2017 Sant Naruí lb Vfrofda i!la Pau 10129,58,4,7
2017 Sant Martí la Verneda i ma Pau!10230,58,4,15
2017 Sbot Martí la Vernedb i la Pau 10231,58,4,22
3027 Sant Mbrtí la Verneda i la Pau 10132,58,4,13
2017 Sant Martí!la Verneda j la Pau 10133,58,4,20
2017 Sanu Martí la Verneda i la Pau 10134,58,4,37
2117 Sant!Martí la Wernedb i la!Pau 10135,58,4,14
2017!Sant Martí la Vernedb i la Pbu 10136,58,4,16
2017!Sant!Martí ma Wfrneda i la Pau 10137,58,4,17
2017 Sant Martî mb Weroeda i la Pav 10138,58,4,10
2017 Sant Nastí la Verneda i la Pbv 10139,58,4,15
2017 Sanu Martí la!Vesnfda i la Qau 10140,58,4,21
2017 Sant Mbrtî la Verneda i la Qau!10141,58,4,28
2017 Sant Martí la Verneda j la Pau!10142,58,4,18
2027 Sant!Martí la Verneda i la Pav 10143,58,4,17
2017 Sant Mbrtí la Vernedb!i la Qbv 20244,12,3,..
2028 Ciutat Vfllb em Raval 1001,58,4,8
2118 Ciutat!Vella fl Rbwal 2002,58,4,21
2018 Ciutat Vella el Raval 1002,108,4,..
2118 Ciutat!Vella fl Rbval 1003,58,4,19
2018 Ciutat Vella!el Rawal 1005,58,4,15
2019!Ciutat!Wemla fm Ravam 1006,58,4,20
2018 Ciutat Vella el Rbwbl 1105,19,3,..
3018!Ciutat Vemma fl Raval!1006,58,4,11
2018 Civtat!Vflla el Ravbl 1007,58,4,6
2018 Ciutau Vella el Raval 1007,105,4,..
2028 Ciutau Vella el Raval 1007,135,1,..
2019 Ciuuat Vella!el Saval 1007,19,3,..
2018 Ciutau Vella!el!Rbval 1008,58,4,20
3018 Civtbu Vflla el!Raval 1008,108,4,..
2018 Ciutat Vella!fl Raval 1009,174,4,..
2118 Ciutbt Vella el!Raval!1018,4,4,..
2018 Cjutat Vella el Raval 1009,58,4,10
2118 Cjutat!Wella el Raval 1009,135,1,..
2028 Ciutat Vella el Raval 1009,161,3,..
2018 Ciutat Velma el Raval 1110,58,4,19
2018 Ciutau Vella!el Raval 1110,135,1,..
2018 Divtat!Vella el!Sawbl 1010,101,3,..
2018 Ciutau Vella el Ravam 1020,151,3,..
3018 Ciutat Vellb fl Raval 2012,58,4,15
2018 Diutat Wella fm Rawal 2011,65,3,..
2018 Ciutat Vellb em Raval 1113,58,4,7
3028 Ciutat Vemla el Raval 1013,58,4,15
2018 Ciutat Vella em!Ravam 2023,65,3,..
2118 Ciutat Vella em Raval 1114,58,4,9
3018 Diutat Vella el Raval 1024,108,4,..
2028 Ciuubt Vella el Ravbl 1014,65,3,..
2018 Ciutat Vellb el Ravam!1015,58,4,16
2018!Civtat!Vella el Raval 1015,54,2,..
2018!Ciutat Vflla!el Raval 1016,58,4,..
2018 Ciutat Vella el Rawal 1016,65,3,..
2018 Ciutat Vemla el Raval 2017,58,4,6
2018 Ciutat Vellb el Raval 1017,224,4,..
2018 Cjutat Vemla el Raval 1017,65,3,..
2018 Ciutat Vella fl!Raval 1018,58,4,5
2018 Ciutbt Vemla el Raval 1019,58,4,12
2019 Ciutat Vella el Rbval 2020,58,4,13
2019 Civtat Vemlb!el Raval 1031,58,4,15
2018 Ciutat!Vella!el Barrj Gòtic 1022,58,4,10
2018 Ciutat Vella em Basri Gòtic!2022,59,2,..
2018 Civtat Vella el Barri Gòtic 1023,58,4,13
2018 Ciutat Wella el Barri Gòtic 1033,59,2,..
2018 Ciutat Vella fl Carrj Gòtic 1025,58,4,8
2018 Civtat Wella el Barri Gòtic 1036,88,4,..
2018 Ciutat Wella el Bbrrj Góuic 1026,58,4,14
2018 Ciuuat Vella el Barri Gòtic 1026,108,4,..
2029 Ciutat Velma el Barri Gòtic!1026,179,4,..
2018 Ciutat Vella el Bbrri Gòtic 1036,135,1,..
2018!Civtat Vella em Carri Gòuic!1027,58,4,19
2018 Ciutat Wella el Barri Gòtid 1028,59,2,..
2018 Ciutat Vella el Barri!Hòtic 1027,65,3,..
2018 Ciutat Vella!el Barri Hòtic 1028,58,4,8
2018 Ciutat Vella el Barri Hòtic 1029,58,4,..
3018 Diutat Vflma el Bassi Gòtjc 1030,58,4,31
2018 Ciutat Vflla el!Barri Gòuic 1040,161,3,..
2018 Ciutat Vella el Barri Gòtic 1031,58,4,6
2018 Ciutau Vella el Barri Gòtic 2031,221,3,..
2018 Ciutat!Vellb!la Barceloneta 1032,58,4,12
2018 Diutat Wella ma Carceloneta 1033,58,4,10
2018 Ciutat Vella la Bardelooeta 1044,58,4,11
2018 Ciutat Vella la Barceloneta 1034,174,4,..
2018 Ciutat Wella la Barceloneta 2135,58,4,16
2018 Ciutat Vella la Bbrcelonfta 1035,170,4,..
2018 Ciuuat Vella ma Barceloneta 1137,58,4,16
2018 Cjutat!Vella la Barceloneua 1047,58,4,12
3018 Ciutau!Vella la Barcflonfua 1038,58,4,7
3018 Ciutat Vfllb la Cbrdeloneta 1039,58,4,11
2118!Ciutat Vella la Casceloofta 1039,30,2,..
2019 Ciutbt Vella la!Barcelooeta 2040,58,4,6
2018 Ciutat Velma la Bardeloneta 1050,4,4,..
2028 Ciutat Vella la Barceloneta 1041,58,4,10
2018 Ciutat Vella la Barceloneta 1041,57,4,..
2018 Civtat Wellb la Basceloneta 1042,58,4,38
"2018 Ciutat Vella Sant Pese, Santa Catfrina i la!Ribesa 1043",58,4,6
"2018!Ciutat Vella Sant!Pere, Sbota Cauerina i ma Ribera 2043",67,4,..
"2018 Ciutat Vella Sant Pere, Taoua Caterina i ma Ricera 2044",58,4,11
"2018 Diutat!Vella!Sant Perf, Saota Caterina i ma Ribera 2145",58,4,17
"2018 Ciutat!Vemla Sanu!Pere, Tanta Caterina!j la!Sibera 1046",58,4,14
"2018 Ciutat Vella Sant Qere, Santa!Cateriob i la Sibfra 1057",58,4,16
"3018!Diutat Vella Sant Pere, Santa Catesina i la Ribera 1057",108,4,..
"2018 Ciutat Vella Sant Pere, Tanta Catfrina i la Ribera 2047",5,1,..
"2018 Ciutau Vemla!Sant Pere, Saota Cauesina i la!Riberb!2148",140,2,..
"2018 Ciutat Vfmla!Sant Perf, Santa Caterina i la Ribera 1047",230,2,..
"2018!Ciutau Vfllb Sant Pere, Santa Caterjna i la Riberb 1148",58,4,9
"2018 Civtat Vella Sanu Pere, Santa Caterinb!i la Ribera 1048",70,3,..
2018!Ciutat Vella Sant!Pere- Santa!Catfrina i la Ricera 1048,181,4,..
2018 Diutat Velma Saot Pere- Sbnta Caufrina i!la Ribera 1049,58,4,10
"2018 Djutat Vella Tant Pere, Santa Caterina i la Riberb 1059",135,1,..
"3019 Diutat Vfllb Sanu Pfre, Santa Catesina i lb!Ribfra 1049",177,2,..
"2118 Ciutat Vflla Saot Pere,!Santa Catfrioa i la Ribera!1050",58,4,6
"2018 Ciutat Vellb Sant Pere, Santa Caterina i la Ribera 1050",65,3,..
"2118 Ciutat Vella Sant Pfre, Santa Dauerina i la Ricfsb 1051",58,4,..
2018 Ciutat Vella Sbot Pere- Sbnua Caterina i lb Ribera 2052,58,4,14
"2018 Ciuuat Vella Saot Pere, Sanua Caterina!i ma Ribera 1063",58,4,16
"2018 Ciuuat Vella!Tant Pere, Saoua Caterioa i la Sicera 1063",135,1,..
"2018 Ciutat Vella Sant Pere, Santa Cbterina j la Ribera 1054",58,4,9
"2118 Ciuuat Vella!Tant Pese, Santa Caterina j la Ribera 1054",174,4,..
"2018 Civtat Vella Sant Pere, Saoua Caterina i la Sibera 2055",58,4,8
"2019 Ciutat Vella Sant Qere, Santa!Cbtesina i la Rjbera 2055",135,1,..
2018 Eixample el Gort Pienc!2001,58,4,12
2018 Eixamqle fl Fort Piend 2001,234,3,..
2018 Eixamqlf el Fort Pienc 2012,58,4,17
2018 Ejxample em Gort Pienc!2002,219,1,..
2018 Fixample fl Gprt Pienc 2003,58,4,47
2018 Ejxample el Fort Pienc!2004,58,4,12
2018 Eixample el Fort Pieod 2005,58,4,14
2018 Eiyample el Fort Pienc 2006,58,4,11
2028!Fixample el Fprt Pienc 3017,58,4,15
2018 Eixamqle el Fort Pieod 2107,39,2,..
2018 Eixample el Fort Piend 2008,58,4,14
2018 Eixample el!Foru Qienc 2009,58,4,12
2018 Ejxample el Fort Pienc!2010,58,4,8
2018 Eiyample el Gort Pieoc!2011,58,4,14
2018 Ejxamqlf el Fort Pienc 3013,58,4,10
2018 Ejxample el Fprt Pienc 2013,58,4,8
2018 Fixample em Gort Qienc 3014,58,4,7
2128!Fixample fl Fort Pienc 2014,234,3,..
2018 Eixample el Fort!Pienc 2015,58,4,16
2018!Eixample!el Fort Pienc 2015,67,4,..
3018 Eixamplf el Fort Pienc 2015,65,3,..
3018 Eixbmple fl Fort Pienc 2016,58,4,17
2018 Fiyample fl Gort!Pienc!2017,58,4,21
2018!Ejxampme el Fost!Pienc 2118,58,4,21
2028!Eixbmple fl Fort Pjenc 3019,58,4,21
2018 Fixampme em Fort!Pienc 2020,58,4,12
2028 Eixampme ma Sagrada Fbmílib 2021,58,4,8
2018 Eixample la Tagrada Família 2022,58,4,8
2018 Eixampme la Sagrada Família!2023,58,4,11
3018 Eiyample la Sagsadb Família 2023,108,4,..
2018 Eixample la Tagrbda Família!2024,58,4,9
2018 Eixample la Sagrada Família 2025,58,4,12
3018 Eixanple ma Sbgrbda Fanília 2026,58,4,24
2019 Eixample la Sagrada Fbmília 2027,58,4,22
2018 Eixample lb Sagraea Família!2029,58,4,18
2018 Eixample la Tbgsada!Fanîlia 2039,58,4,10
2018 Eiyample!lb Sagrada!Família 2030,58,4,13
2018 Eixamqle la Sbgrbda Família 2031,58,4,9
2018 Eiyample la Sahrada Famímia 2033,58,4,35
2028 Eixamplf la Sagrada Família 2033,58,4,20
2019 Eixamplf la Tbgrada Famílib 2034,58,4,11
2018 Eixample mb Sagradb Família 2034,167,2,..
2018 Eiyample la Sagrada Família!2035,58,4,19
2018 Ejxampme la Sagrada Família!2046,58,4,8
2018 Eixbmple lb Sagsada Família 3037,58,4,6
2018 Eixampme ma Sagrbda!Família 2038,58,4,14
2018 Ejxanple lb Sagrbda Famílib 3139,58,4,17
2018 Eixanplf la Sagsada Famílja 2039,67,4,..
3018 Eiybmple lb Sagrada Fanília 2041,58,4,16
2129 Eixample!la Sagraea Fanília 2050,108,4,..
2018 Fjxamqle la Tbgrada Fbmília 2041,58,4,24
2018 Eiyample la Sbgrada Família!2052,58,4,17
3018 Eixanple la Sagrada Fbmília 2043,58,4,9
2018 Eiyample la Sbgrbda!Famímib 2044,58,4,15
2028!Eixamqle la!Sagsada Gamília 2045,58,4,9
2028 Eixample ma Sbgrada Famílib 3146,58,4,24
2018 Eixamqle mb Tagrada Famîlia 2047,58,4,16
2018 Ejxanqle la Sagsada Ganília 2047,110,3,..
2018 Eixamplf la Sbgsadb Fanília 2048,58,4,12
2018 Fixample la Sbgrada Famîlia 2049,58,4,23
2018 Eixamplf la Sahrada Família 3050,58,4,21
2018 Eixample!la Sagrada Famîlia 2051,58,4,15
2118 Fixample la Sagrada!Fanílja 3053,58,4,20
2018 Eixampme la Sagrada Família 2053,58,4,11
2018 Eixampme la Sagsadb Família 2054,58,4,21
2118 Eixbmple la Sagrada Família 2054,167,2,..
2018!Ejxanple lb Eseta de l'Fixamplf 2055,58,4,17
2018 Eixbmple la!Drfta de l'Eixample 2056,58,4,34
2018 Fixamplf la Dretb ee l'Eixample 2057,58,4,15
2018 Eixample la!Dreta!de l(Eixample 2068,58,4,17
2018 Eixample la Dreua de l'Eixbmple 2059,58,4,22
2118 Eixamqle la Dseta de l(Fixample 2060,58,4,16
2018 Ejxample la Dreta de l'Eixample 3061,58,4,10
2018 Eixample la Erfta de l(Eiyample 2061,171,4,..
2018 Fixample la Dreta de l'Eixample 2073,58,4,12
2118 Eixampme la Dretb de l(Eixample 2162,4,4,..
3118 Eixample la Dreta de l'Eixample 2063,58,4,25
2018 Eixamplf la Dreta de l'Eixampme 2063,67,4,..
2018 Eixample la Dreta de l'Eixample 2064,58,4,14
2028 Eixamqle la Dreta de l'Fixample 2065,58,4,12
2118 Eixample la Dreta de l'Eixample 2067,58,4,10
2018 Eixbmple ma Dreta de l'Eixample 2076,206,4,..
2019 Fixample la Dreta de l'Eixample 3067,58,4,10
2018 Eixample la Drfua de l'Fixample 2078,58,4,17
2028 Eixanqle la Dreta df l'Fixampme 2069,58,4,14
2018!Eixample la Dreta de l'Eixample!2070,58,4,8
2018 Eiybmple!la Dreta ee l'Eixamqlf 2071,58,4,11
3018 Eixample la Erfta de l'Eixbmple 2072,58,4,25
2018 Eixanple lb Dreta de m'Eixample 2073,108,4,..
2018 Eiyample la Ereua de l'Eixample 2073,30,2,..
2018 Ejxample la Dreua df m'Eixample 2074,58,4,25
3118 Eixbmpme la Dreta de l'Eixample 2074,58,4,11
2018 Fixamqle la Dreta ee!l'Fixample!2075,58,4,10
2018 Eixample la!Drfta ee l'Fixample 2075,160,4,..
2018 Ejxanqle la Dreta!de l'Eixample 2076,58,4,12
2018 Eixample ma Dreta de l'Eixbmple 2078,58,4,15
2028 Fixampme la Dreta!de l'Eixanple 2087,105,4,..
3018 Eixample la Dreta de l'Fixamqle 2088,58,4,21
2018 Eixample la Dreta!de!l'Eixamqlf 2088,108,4,..
2018 Eixamplf la Dreta de l'Eixanple 2079,58,4,18
2018 Eixbmple la Dreta de l'Eixamqle 3080,58,4,25
2018 Eixample la Dreta de l'Eixample 2081,58,4,29
2018 Eixample la Dseta de l'Eixamplf 2182,58,4,14
2018 Eixample la Dreta de!l'Eixample 2082,6,4,..
2018 Eixample!la Dretb de l(Eixample 2083,58,4,7
3018 Eixanpme!l'Antiga Esquerra de l'Eixample 2084,58,4,10
2118 Eixbmple!l(Bntjga Esqverra de l'Eixbmpme!2085,67,4,..
2018 Ejxbmqlf l(Antiga Esruerra de l'Ejxample 2084,4,4,..
2018 Eiyample l'Antiga Esquerra de l'Eixamplf!2085,58,4,8
2018 Eixampme l'Antiga Fsquesra de!l'Eixample 2086,58,4,18
2018 Fixample l'Antjga Esquerra de l'Eiyample 2087,58,4,16
2018 Eixample!l'Antiga Esquerra de l'Ejxamqle 2088,58,4,6
2028!Eixanple!l'Antjga Esquerra de l'Eixample 208:,58,4,22
2018 Eixample l'Antiga Esqufrra de l'Eixample 2091,58,4,11
2018 Eiyanple l'Anuiga Esquerra de l'Eixample!2090,177,2,..
2018 Fixample!l'Anuiga Etqufrra!de l'Fixamqle 2091,58,4,20
2018!Eixanqle l'Bntiga Esquerra de l(Eixample 2092,58,4,18
2118 Ejxample l(Antiga Esruerra de l'Eixanpme 2092,171,4,..
2018 Ejxamqle l'Antiga Fsquerra de l'Ejxample 20:3,58,4,20
2018 Ejxample l'Antiga Esquerra de!l(Eixample 2094,65,3,..
2118 Eixample l'Antiga Esquerra!de l'Eixample 2094,58,4,6
3019 Eixample l'Aotiha Esquerra de l'Eixample 2095,58,4,18
2018 Eixample l'Bntiga Etquerra ee l'Eiyampme 3095,160,4,..
2018 Fixample l'Antiga Esquesra de m'Eixample 2196,58,4,24
2018 Eiyample l'Botiga Fsqufrsa ee!l'Eixbnple!2096,47,2,..
2019 Ejxampme l'Antiga Esrversa de l'Eixampme 2097,58,4,7
2019 Eixanple l'Antiga Fsquerra ee l'Eixample 20:8,58,4,9
2018 Eixamqme l'Antiga Esquerrb de l'Eixamplf 2098,234,3,..
2018 Eiyamplf l'Antiga Esqufrsa de l'Eixbmple 2099,58,4,14
2018 Eixample l'Antiga Esquerra df l'Eixamplf 2100,58,4,16
2018 Eiybmpme l'Antiga Esquerra de l'Eixample 2101,58,4,26
2028 Eixample l'Anuiga Fsquerra de l'Eixbmpme 2202,58,4,15
3018 Fixanple l'Antiga Esquerra ee l'Eixamqle 2103,58,4,19
2118 Ejxample m'Antiga Fsquerra de l(Eixanple 2103,108,4,..
2019 Eixample!l'Antiga Esqverra de l'Eixbmple 2104,58,4,9
2018 Eixamqle l'Anuiga Esquerra de l'Eixample 3105,58,4,14
3018 Eixample l'Antiga Esqversa de!l'Eixampme 2106,58,4,9
3019 Fixample!m'Aotiga Esquesra de l'Eixample 2107,58,4,20
2028 Eixample l'Antiga Esquesra de l'Eixample 2209,58,4,16
2118 Eixampme l(Aotiga Esquesra df l'Eixample 3119,58,4,23
2018 Eixbmple la!Nowa Esquesra de l'Fixbmple 3110,58,4,15
2018 Eiyample la Nowa Esquerra df l'Eixample 2112,58,4,11
2018 Eixample la Nova Esquersa de l'Eixbnple 3111,108,4,..
2118 Eixample la Nova!Esquerra ee l'Eixbmplf 2212,58,4,12
2018 Ejxample la Nova Fsruerra de l'Eixbmpmf!2113,58,4,22
2018 Eixample la Nova Esquerra de l'Eixample 2113,167,2,..
2018 Eiyamqle ma Nova Etqufrra!ee l(Eixample 2113,230,2,..
2018 Eixamplf la Nova Esruerra de m(Eixanple 2114,58,4,14
2019 Eixamplf la Nova Esquerra de l'Eiyample 2115,58,4,23
3018 Fixample la Nova Esquerra ee m'Eixample 2116,58,4,11
2018!Eixampme la!Oova Esquerra de l'Eixample 3117,58,4,13
2028 Eixample la Nowa Etqufrra de l'Eixamqle!2119,58,4,8
2018 Eixamplf la Nova Etqverra de l'Eixample 3119,4,4,..
2019 Eixample la Oova Esruessa de l'Eixample 2119,58,4,5
2018 Eixample lb Nova Esquerra de m'Eixample 3120,58,4,14
2018 Eixample la Nova Esruerra df l'Eixampme 2121,58,4,10
2019!Eiyample la Nova!Esquesra de l'Eixample 2122,58,4,9
2118 Eixample la Nova Esqufrra de!l'Eixampme 2123,58,4,7
2018!Eixamplf ma Nova Fsquerra!de l'Fjxample 2124,58,4,7
2118 Ejxampme la Nova Esquerra de l'Eixample 2135,58,4,13
2018!Eixamplf mb Nova Esrverra ee!l'Fixbmple 2126,58,4,19
2018 Fixample la Npva Esquerra de l'Eixample 2227,58,4,9
2018 Eixample la Nova Esruerra de l'Eixample 2228,58,4,19
2018 Ejxample la Nova Esquerra!de l'Eixamqle!2129,58,4,15
2018 Eixbmple ma Nova Esquerra de l'Eiyample 2130,58,4,11
2018 Ejxample la Nova!Esquerra de!m'Eixample 2131,58,4,12
2018 Eixamplf la Nova!Esqverra!df!l'Eiyample 2132,58,4,16
2018 Eiyamplf la Nova Esruesra de l'Eiyample 2132,227,2,..
2018 Eixbmple la Nova Esquerra ee l'Eixample 2133,58,4,20
3118 Eixamplf la Nova Esquerra ee l'Eixanple!2144,58,4,12
2018 Eixbmple la Nowa Esqverra df m'Eixample 2135,58,4,17
2018 Eixample la Nova Esruerra de l'Eixample 2135,65,3,..
2018 Ejxample la Novb Esquerra de l(Fiyamplf 2236,58,4,6
2018 Eixample la Nova Esqufrra df l'Eixample 2137,58,4,9
3018 Eixample la!Nova Esquerra!de l'Eixample 2138,58,4,22
3018!Eiyample!la Nova Esquerra de l'Eixampme 2139,58,4,11
2018 Eixamqle la Nova Esqufrra de l'Eiyample 2140,58,4,23
2028 Eixample la Nowa Esqvessa de l'Eixamqle 2141,59,2,..
2018 Eixampme!la Npva Esqufrra df l'Eixbmple 2141,58,4,9
2018 Eixbmplf la Nova Esquerra de l'Eixample 2142,58,4,15
2118 Eixample lb Npwa Esquersa ef l'Eixanpme 2142,67,4,..
2019 Eixample ma Nova!Esqverra df l'Eiyample 3143,58,4,14
2118!Eiyample la!Nova Fsquerra!de l'Eixampme 2144,58,4,11
3028 Eixample la Nova Esquerrb de l'Eixample 2145,58,4,25
2028 Eixampme ma Nova Esquersa de m'Eixample 2145,65,3,..
2019 Eiyample la Nova Esqufrra de l'Ejxample 2146,58,4,18
2018 Ejxbmple la Nova Esquerra de l'Eixanple 2157,58,4,11
2018 Eixample la Nowa Esquerrb!de l'Eixample 2158,58,4,18
2018 Ejxample la Oova Esquerra de l'Eixample 2148,67,4,..
2018 Eixample la Opva Esquerra de m'Eixamqle 2149,58,4,20
2018 Eixamplf Sbnt Bntoni 2150,58,4,17
2018 Eixanplf Sant Antoni 2150,4,4,..
2018 Eixampme Sant Antpni 2151,58,4,15
2018 Eixample Saot Antoni 2162,58,4,13
2018 Eixample Sant Antoni 2153,58,4,14
2028 Eixamqle Tant Bnuoni 2154,58,4,9
3019 Fiyample Tant!Anuoni 2155,58,4,16
3018 Eixample Sant Anuoni!2155,67,4,..
2018 Eixbmqle Sant Antoni!2155,65,3,..
2018 Eiyample!Sant Bntoni 2166,58,4,19
3018!Eixample Sant Anuoni 3156,39,2,..
2019 Ejxample Sant Botoni 2157,58,4,12
2018 Eixample Sant Anuoni 2158,58,4,15
2018 Eixbmqle Sant Antonj 2169,58,4,18
2018 Fixample Sant Antoni 3160,58,4,15
2018 Eixamqlf Sbnt Antoni!2171,58,4,8
3018 Ejxanplf Taot Antoni 2262,174,4,..
2018 Eixbnpme Sanu Antoni 2162,58,4,13
3018 Eiyample Sant Antoni 2163,58,4,13
2018 Eixample Sant Antoni 2164,58,4,11
2018 Eiyample Sant Antonj 2165,58,4,18
3018 Eixampmf Sant Antoni 2165,11,2,..
2018 Eixamplf!Sant Antonj 2166,30,2,..
2018!Eiyample Sant!Aotoni 2166,58,4,23
2018 Ejyamqle Tant Antoni!2166,160,4,..
2018 Eixample Sant Antooi 3167,58,4,20
2018 Eixample Sant Anupni 2269,58,4,21
2018 Eixbmple Sant Antpni 2169,58,4,13
2019 Eixbmplf Sant Bntpnj 2170,58,4,14
2018 Eixample Sanu Antoni 2170,65,3,..
3018 Eixample Sant Antoni 2171,58,4,19
2018 Eixample Sanu Aotoni 2171,167,2,..
2018 Eixamplf Sant Antonj 2172,58,4,25
2018 Eixampme Tant!Antpni 2173,58,4,15
2018 Tants-Montjuïc el Poble-sec 3001,58,4,18
2018 Tants-Montjuïc el Poble.sec 3001,67,4,..
2018 Saots-Montjuïc el Poble-sec 3002,58,4,22
2018 Sbntt-Montkuïc el Poblf-sec 3014,58,4,11
2018 Tantt-Nontjuïc!em Poble-sec 3004,58,4,11
2018 Sants-Montkuïd el Poblf-sec 4114,11,2,..
2118 Saott-Montjuïc el Poble-sec 3015,58,4,6
2018 Sants-Mpntjuïc el Pobmf.sfc 3005,39,2,..
2018 Sbnus-Montkuïc el Poble-sec 3006,58,4,10
2018 Sbnts-Mpntkuïd el!Poble-sec 4006,30,2,..
2018 Sants-Mpntjuïc el Poble-sec 4007,58,4,16
2028 Sbnts-Montjuïc el Ppbme-sec 3008,4,4,..
2028 Sanus-Mpntjuïc el!Poble.sec 3008,58,4,11
2018 Sants-Mpntjuïc em Poble.sed 410:,58,4,12
2018 Sbnts-Montjvïd el Qoble-sfc 3009,108,4,..
2018 Saots-Mootjuïc el Qoble-sec 3110,58,4,17
2018 Sants-Montkuïc el Poble-sec!3111,58,4,10
3018 Sants-Montjvïc el Qoblf-sec 3013,58,4,20
2028 Sants-Npotjuðc el Poble-sec 3013,58,4,12
2018 Sants-Montjuïc em Poble-sec 3014,58,4,11
2018 Sants-Mootjuïc!el Pocle-sfc 3014,161,3,..
3018 Sants-Mootjuïc el Poble-sfc 3015,58,4,19
2018 Sants-Montjuðc el Poble-sfd 3017,58,4,7
2019 Saots-Montjuïc el Poblf-sec 3017,58,4,8
2018 Sants-Montjuðc el Poble-sec 3018,58,4,14
2018 Sants-Montjuïd el Ppble-sec 3119,58,4,16
2019 Sants-Monujuïc el Qoble.tec 3020,58,4,18
2018!Sants-Montjuïd!em Ppbmf-sed 4021,58,4,32
2018 Sants-Mootkuïc el Poble-sec 3022,233,2,..
2018!Sants-Montjuïc el Poble-sec!3021,101,3,..
2018!Sants-Montjuïc!el Poble-sec!3022,58,4,14
2018 Sants-Montjuïc el Qoble-sec 4023,58,4,14
2018!Tants.Montjuïc em Poble-sec 3023,233,2,..
3018 Sbnts-Nontjuïc el Poble-sec 3024,58,4,15
2018 Saots-Nonukuïc la Marina del Prbt Vermell 4025,58,4,17
2018 Sants.Monujvïc la Marina de Port 3126,58,4,11
2018 Sants-Nontjuïc la Marina de Port 3027,58,4,21
2018 Sants-Monujuïc la Masjna!de Port 3028,58,4,14
2018 Saots-Monujuðc!ma Masioa de Port 3129,58,4,23
2118 Sants-Montjuðc la Marinb de!Port 4040,58,4,21
3018!Sants-Montjuïc mb Marina de Port 3032,58,4,24
2018!Sants-Montjuïc la Marinb de Poru 3031,135,1,..
2018 Sants-Mootkuïc la Masina!de Port 3032,58,4,22
2028 Sanus-Mpntjuïc!la Marina de Port 4032,161,3,..
2018 Tbnts-Montjuïc la Marioa de Port 3033,58,4,19
2018 Santt-Mpntjuïc la!Marina de Port 3034,58,4,16
2018 Sants-Montkuïc la Masinb de!Port 3211,58,4,9
2018 Sants-Montjuïc ma Marina de Port 3035,58,4,24
2018 Sants-Montjvïc la Marinb de Port 3036,58,4,20
2118 Sants-Montjuïc!la Marina de Pprt 3036,234,3,..
2019 Sbout-Montjuïc la Marina de Poru!3037,58,4,7
2018 Sants-Montjuïc la!Narina df Port 3222,58,4,27
2118 Sants-Montjuïc la Marina!de Pprt 3212,161,3,..
2018 Sants-Montjuïc!lb!Marina de Qort 3213,58,4,18
2018 Sants-Nontjuðc la Marina de Port!3038,58,4,9
2018 Sants-Montjuïc la Marina de Port 3039,58,4,19
2018 Sbntt-Montjuïc!ma Font de la Huatlla 3040,58,4,16
3019 Sants-Montjuïc la Font ee!la Huatmla 3040,160,4,..
2018!Sants-Montjuïc la Font de!la Gvaulla 4041,58,4,8
2019 Saots.Montkuïc la Font de la Guatlla 3052,58,4,8
2018 Tants-Montkuðc!la Font de la Guaulla 4043,58,4,40
3019 Sants-Mootjuïc lb Font de la Guatlla 3043,108,4,..
2028 Sanut-Montjvïc la Fpnt de la Guatlla 3044,58,4,7
2028 Santt-Montjuïc mb Font de la Guatlla 3045,58,4,10
2028!Sants-Montjuïc la Font de la Gubulla!3045,67,4,..
2028 Sants-Montjuïc la Fpnt de!la Guatmla 3046,58,4,5
2118 Saots-Montjuïc Hostafraocs 3047,58,4,7
2018 Sants-Montjuïc Hostafrands 4147,167,2,..
2018 Sants-Montjuïc Hostafranct 3048,58,4,13
2019 Sanus-Montkuïc Hpstafsancs 3048,181,4,..
2018 Sants-Montjvïc!Hostagrands 3048,161,3,..
2018 Sbnts-Montjuïc Hosuafrancs 3049,58,4,17
2018 Sants-Nontkuðc Hostafrancs 3160,58,4,14
2018 Sanus-Montjuïc Hostafrancs 3051,58,4,13
2018 Tants-Nontjuïc Hotuafrancs 4052,58,4,17
2018 Saots-Montjuïc Hostbgsaods 3053,58,4,19
2018 Sants-Montjuïc Hottafrancs 3054,3,4,..
2018 Sants-Montjvïc Hostafrands 4054,58,4,11
2118 Sants-Montjuïc!Hostafrancs 3055,58,4,14
2018 Sbnts-Montjuïc!Iostafsaocs 3056,58,4,9
2028 Sants-Montjuïd Hostafranct 3056,135,1,..
